"","ID","Name","CountryCode","District","Population","lon","lat"
"1517",1798,"Subotica","YUG","Vojvodina",100386,19.6650593,46.1005467
"1518",1799,"Prizren","YUG","Kosovo and Metohija",92303,20.7414739,42.2152585
"1520",1801,"Battambang","KHM","Battambang",129800,103.2022055,13.09573
"1521",1802,"Siem Reap","KHM","Siem Reap",105100,103.855173,13.3550091
"1522",1803,"Douala","CMR","Littoral",1448300,9.7678687,4.0510564
"1523",1805,"Garoua","CMR","Nord",177000,13.393389,9.3226016
"1524",1807,"Bamenda","CMR","Nord-Ouest",138000,10.1591213,5.9630513
"1525",1808,"Bafoussam","CMR","Ouest",131000,10.4284178,5.4807517
"1526",1809,"Nkongsamba","CMR","Littoral",112454,9.9353318,4.9741169
"1527",1811,"Calgary","CAN","Alberta",768082,-114.0708459,51.0486151
"1530",1814,"Winnipeg","CAN","Manitoba",618477,-97.1383744,49.895136
"1531",1815,"Edmonton","CAN","Alberta",616306,-113.4909267,53.544389
"1532",1816,"Mississauga","CAN","Ontario",608072,-79.6441198,43.5890452
"1533",1817,"Scarborough","CAN","Ontario",594501,-0.399752,54.283113
"1534",1818,"Vancouver","CAN","British Colombia",514008,-123.1207375,49.2827291
"1535",1819,"Etobicoke","CAN","Ontario",348845,-79.5131983,43.6204946
"1537",1821,"Hamilton","CAN","Ontario",335614,-79.8711024,43.2557206
"1538",1822,"Ottawa","CAN","Ontario",335277,-75.6971931,45.4215296
"1539",1824,"Surrey","CAN","British Colombia",304477,-0.5599501,51.3147593
"1540",1825,"Brampton","CAN","Ontario",296711,-79.7624177,43.7315479
"1541",1826,"Windsor","CAN","Ontario",207588,-95.6586128,37.0428341
"1542",1827,"Saskatoon","CAN","Saskatchewan",193647,-106.6700458,52.1332144
"1543",1828,"Kitchener","CAN","Ontario",189959,-80.4831917,43.450301
"1544",1829,"Markham","CAN","Ontario",189098,-79.3370188,43.8561002
"1545",1830,"Regina","CAN","Saskatchewan",180400,-104.6188943,50.4452112
"1546",1831,"Burnaby","CAN","British Colombia",179209,-122.9805104,49.2488091
"1547",1833,"York","CAN","Ontario",154980,-1.0872979,53.9599651
"1548",1834,"Richmond","CAN","British Colombia",148867,-77.4360481,37.5407246
"1549",1835,"Vaughan","CAN","Ontario",147889,-79.508276,43.8372079
"1550",1836,"Burlington","CAN","Ontario",145150,-97.2392359,37.6780742
"1551",1837,"Oshawa","CAN","Ontario",140173,-78.8657912,43.8970929
"1553",1839,"Saint Catharines","CAN","Ontario",136216,-79.2468626,43.1593745
"1554",1841,"Richmond Hill","CAN","Ontario",116428,-81.3034433,31.9382652
"1555",1842,"Thunder Bay","CAN","Ontario",115913,-89.2476823,48.3808951
"1556",1843,"Nepean","CAN","Ontario",115100,-75.7241006,45.3349046
"1557",1844,"Cape Breton","CAN","Nova Scotia",114733,-60.851817,46.2486851
"1558",1845,"East York","CAN","Ontario",114034,-79.3416638,43.6912006
"1560",1847,"Cambridge","CAN","Ontario",109186,0.121817,52.205337
"1561",1848,"Gloucester","CAN","Ontario",107314,-70.6619888,42.6159285
"1562",1849,"Abbotsford","CAN","British Colombia",105403,-122.3044697,49.0504377
"1563",1850,"Guelph","CAN","Ontario",103593,-80.2481666,43.5448048
"1564",1852,"Coquitlam","CAN","British Colombia",101820,-122.7932065,49.2837626
"1565",1853,"Saanich","CAN","British Colombia",101388,-123.3767223,48.4592626
"1567",1856,"Sudbury","CAN","Ontario",92686,-80.9530353,46.522099
"1568",1857,"Kelowna","CAN","British Colombia",89442,-119.4960106,49.8879519
"1569",1858,"Barrie","CAN","Ontario",89269,-79.6903316,44.3893556
"1572",1862,"Shymkent","KAZ","South Kazakstan",360100,69.590101,42.3416847
"1573",1863,"Taraz","KAZ","Taraz",330100,71.3979891,42.8983715
"1574",1864,"Astana","KAZ","Astana",311200,71.4703558,51.1605227
"1576",1867,"Semey","KAZ","East Kazakstan",269600,80.250811,50.4233463
"1579",1871,"Oral","KAZ","West Kazakstan",195500,51.3865431,51.227821
"1580",1872,"Temirtau","KAZ","Qaraghandy",170500,72.9660737,50.0509609
"1581",1873,"Qyzylorda","KAZ","Qyzylorda",157400,65.4822686,44.8488314
"1582",1874,"Aqtau","KAZ","Mangghystau",143400,51.1985113,43.6410973
"1583",1875,"Atyrau","KAZ","Atyrau",142500,51.9238373,47.0944959
"1584",1876,"Ekibastuz","KAZ","Pavlodar",127200,75.3150685,51.725198
"1585",1878,"Rudnyy","KAZ","Qostanay",109500,63.1128326,52.9718428
"1586",1879,"Taldyqorghan","KAZ","Almaty",98000,78.3804417,45.0177112
"1587",1880,"Zhezqazghan","KAZ","Qaraghandy",90000,67.7020019,47.7963656
"1588",1881,"Nairobi","KEN","Nairobi",2290000,36.8219462,-1.2920659
"1589",1882,"Mombasa","KEN","Coast",461753,39.6682065,-4.0434771
"1590",1883,"Kisumu","KEN","Nyanza",192733,34.7679568,-0.0917016
"1591",1884,"Nakuru","KEN","Rift Valley",163927,36.080026,-0.3030988
"1593",1886,"Eldoret","KEN","Rift Valley",111882,35.2697802,0.5142775
"1594",1887,"Meru","KEN","Eastern",94947,79.032222,30.868056
"1595",1888,"Nyeri","KEN","Central",91258,36.9580104,-0.437099
"1596",1889,"Bangui","CAF","Bangui",524000,18.5581899,4.3946735
"1597",1890,"Shanghai","CHN","Shanghai",9696300,121.4737021,31.2303904
"1598",1891,"Peking","CHN","Peking",7472000,116.4073963,39.9041999
"1599",1892,"Chongqing","CHN","Chongqing",6351600,106.912251,29.4315861
"1600",1893,"Tianjin","CHN","Tianjin",5286800,117.3616476,39.3433574
"1601",1894,"Wuhan","CHN","Hubei",4344600,114.305539,30.592849
"1602",1895,"Harbin","CHN","Heilongjiang",4289800,126.534967,45.803775
"1603",1896,"Shenyang","CHN","Liaoning",4265200,123.431472,41.805699
"1604",1897,"Kanton [Guangzhou]","CHN","Guangdong",4256300,113.264385,23.12911
"1605",1898,"Chengdu","CHN","Sichuan",3361500,104.066801,30.572815
"1606",1899,"Nanking [Nanjing]","CHN","Jiangsu",2870300,118.796877,32.060255
"1607",1900,"Changchun","CHN","Jilin",2812000,125.323544,43.817071
"1609",1903,"Qingdao","CHN","Shandong",2596000,120.382609,36.067108
"1610",1904,"Jinan","CHN","Shandong",2278100,117.120095,36.6512
"1611",1905,"Hangzhou","CHN","Zhejiang",2190500,120.15507,30.274084
"1612",1906,"Zhengzhou","CHN","Henan",2107200,113.625328,34.746611
"1613",1907,"Shijiazhuang","CHN","Hebei",2041500,114.514893,38.042805
"1614",1908,"Taiyuan","CHN","Shanxi",1968400,112.548879,37.87059
"1615",1909,"Kunming","CHN","Yunnan",1829500,102.832891,24.880095
"1616",1910,"Changsha","CHN","Hunan",1809800,112.938814,28.228209
"1617",1911,"Nanchang","CHN","Jiangxi",1691600,115.858197,28.682892
"1618",1912,"Fuzhou","CHN","Fujian",1593800,119.296482,26.074478
"1619",1913,"Lanzhou","CHN","Gansu",1565800,103.834303,36.061089
"1620",1914,"Guiyang","CHN","Guizhou",1465200,106.630153,26.647661
"1621",1915,"Ningbo","CHN","Zhejiang",1371200,121.54399,29.868336
"1622",1916,"Hefei","CHN","Anhui",1369100,117.227219,31.820591
"1623",1918,"Anshan","CHN","Liaoning",1200000,122.994329,41.108647
"1625",1920,"Nanning","CHN","Guangxi",1161800,108.366543,22.817002
"1626",1921,"Zibo","CHN","Shandong",1140000,118.055019,36.813546
"1627",1922,"Qiqihar","CHN","Heilongjiang",1070000,123.918186,47.354348
"1628",1923,"Jilin","CHN","Jilin",1040000,126.4371385,43.1520105
"1629",1924,"Tangshan","CHN","Hebei",1040000,118.180193,39.630867
"1631",1926,"Shenzhen","CHN","Guangdong",950500,114.057865,22.543096
"1632",1927,"Hohhot","CHN","Inner Mongolia",916700,111.749995,40.842356
"1633",1928,"Handan","CHN","Hebei",840000,114.538961,36.625656
"1635",1930,"Xuzhou","CHN","Jiangsu",810000,117.284124,34.205768
"1636",1931,"Datong","CHN","Shanxi",8e+05,113.300129,40.076762
"1639",1934,"Luoyang","CHN","Henan",760000,112.453926,34.620202
"1640",1935,"Suzhou","CHN","Jiangsu",710000,120.585289,31.298974
"1641",1936,"Xining","CHN","Qinghai",700200,101.778223,36.617134
"1642",1937,"Huainan","CHN","Anhui",7e+05,116.999932,32.625478
"1643",1938,"Jixi","CHN","Heilongjiang",683885,130.969333,45.295075
"1644",1939,"Daqing","CHN","Heilongjiang",660000,125.103784,46.589309
"1645",1940,"Fuxin","CHN","Liaoning",640000,121.670273,42.021602
"1646",1941,"Amoy [Xiamen]","CHN","Fujian",627500,118.089425,24.479833
"1647",1942,"Liuzhou","CHN","Guangxi",610000,109.428608,24.326292
"1648",1943,"Shantou","CHN","Guangdong",580000,116.681972,23.354091
"1649",1944,"Jinzhou","CHN","Liaoning",570000,121.1268459,41.095685
"1650",1945,"Mudanjiang","CHN","Heilongjiang",570000,129.633168,44.551653
"1651",1946,"Yinchuan","CHN","Ningxia",544500,106.230908,38.487193
"1652",1947,"Changzhou","CHN","Jiangsu",530000,119.974061,31.811226
"1653",1948,"Zhangjiakou","CHN","Hebei",530000,114.886335,40.767544
"1654",1949,"Dandong","CHN","Liaoning",520000,124.35445,40.000787
"1655",1950,"Hegang","CHN","Heilongjiang",520000,130.297964,47.349916
"1656",1951,"Kaifeng","CHN","Henan",510000,114.307582,34.797281
"1657",1952,"Jiamusi","CHN","Heilongjiang",493409,130.3188779,46.799777
"1658",1953,"Liaoyang","CHN","Liaoning",492559,123.236944,41.267244
"1659",1954,"Hengyang","CHN","Hunan",487148,112.572018,26.893368
"1660",1955,"Baoding","CHN","Hebei",483155,115.464589,38.874434
"1661",1956,"Hunjiang","CHN","Jilin",482043,126.416093,41.945409
"1662",1957,"Xinxiang","CHN","Henan",473762,113.926763,35.303704
"1663",1958,"Huangshi","CHN","Hubei",457601,115.038835,30.20003
"1664",1959,"Haikou","CHN","Hainan",454300,110.198286,20.044412
"1665",1960,"Yantai","CHN","Shandong",452127,121.447852,37.464539
"1666",1961,"Bengbu","CHN","Anhui",449245,117.389719,32.916287
"1668",1963,"Weifang","CHN","Shandong",428522,119.161748,36.706962
"1669",1964,"Wuhu","CHN","Anhui",425740,118.432941,31.352859
"1670",1965,"Pingxiang","CHN","Jiangxi",425579,113.854556,27.622768
"1671",1966,"Yingkou","CHN","Liaoning",421589,122.235084,40.667433
"1672",1967,"Anyang","CHN","Henan",420332,114.392392,36.097577
"1673",1968,"Panzhihua","CHN","Sichuan",415466,101.718637,26.582347
"1674",1969,"Pingdingshan","CHN","Henan",410775,113.192661,33.766169
"1675",1970,"Xiangfan","CHN","Hubei",410407,112.122426,32.009016
"1676",1971,"Zhuzhou","CHN","Hunan",409924,113.133853,27.827986
"1677",1972,"Jiaozuo","CHN","Henan",409100,113.241823,35.215892
"1678",1973,"Wenzhou","CHN","Zhejiang",401871,120.699361,27.993828
"1679",1974,"Zhangjiang","CHN","Guangdong",400997,121.588315,31.190315
"1680",1975,"Zigong","CHN","Sichuan",393184,104.778442,29.33903
"1681",1976,"Shuangyashan","CHN","Heilongjiang",386081,131.159133,46.646508
"1683",1978,"Yakeshi","CHN","Inner Mongolia",377869,120.711735,49.285901
"1684",1979,"Yichang","CHN","Hubei",371601,111.286471,30.691966
"1687",1982,"Qinhuangdao","CHN","Hebei",364972,119.600523,39.935361
"1688",1983,"Guilin","CHN","Guangxi",364130,110.179953,25.234479
"1693",1988,"Liaoyuan","CHN","Jilin",354141,125.14366,42.887766
"1696",1992,"Chifeng","CHN","Inner Mongolia",350077,118.886931,42.25785
"1697",1993,"Shaoguan","CHN","Guangdong",350043,113.59762,24.810879
"1698",1994,"Nantong","CHN","Jiangsu",343341,120.894291,31.980171
"1699",1995,"Leshan","CHN","Sichuan",341128,103.765678,29.552115
"1700",1996,"Baoji","CHN","Shaanxi",337765,107.237743,34.363184
"1701",1997,"Linyi","CHN","Shandong",324720,118.356414,35.104673
"1702",1998,"Tonghua","CHN","Jilin",324600,125.939697,41.728401
"1703",1999,"Siping","CHN","Jilin",317223,124.350398,43.166419
"1705",2001,"Tengzhou","CHN","Shandong",315083,117.164388,35.084021
"1706",2002,"Chaozhou","CHN","Guangdong",313469,116.622756,23.656703
"1707",2003,"Yangzhou","CHN","Jiangsu",312892,119.412939,32.394209
"1709",2006,"Foshan","CHN","Guangdong",303160,113.121435,23.021478
"1710",2007,"Yueyang","CHN","Hunan",302800,113.12873,29.356803
"1711",2008,"Xingtai","CHN","Hebei",302789,114.504677,37.070834
"1712",2009,"Changde","CHN","Hunan",301276,111.698784,29.031654
"1714",2011,"Yancheng","CHN","Jiangsu",296831,120.16366,33.347316
"1715",2012,"Jiujiang","CHN","Jiangxi",291187,116.00193,29.705077
"1716",2013,"Dongying","CHN","Shandong",281728,118.674614,37.433963
"1717",2014,"Shashi","CHN","Hubei",281352,112.255583,30.311056
"1718",2015,"Xintai","CHN","Shandong",281248,117.767952,35.909032
"1719",2016,"Jingdezhen","CHN","Jiangxi",281183,117.178443,29.268783
"1720",2017,"Tongchuan","CHN","Shaanxi",280657,108.945019,34.897887
"1721",2018,"Zhongshan","CHN","Guangdong",278829,113.39277,22.517585
"1722",2019,"Shiyan","CHN","Hubei",273786,110.798266,32.629398
"1723",2020,"Tieli","CHN","Heilongjiang",265683,128.0324209,46.986639
"1724",2021,"Jining","CHN","Shandong",265248,116.587282,35.414982
"1725",2022,"Wuhai","CHN","Inner Mongolia",264081,106.794216,39.655248
"1726",2023,"Mianyang","CHN","Sichuan",262947,104.679004,31.46746
"1727",2024,"Luzhou","CHN","Sichuan",262892,105.44174,28.871569
"1729",2026,"Shizuishan","CHN","Ningxia",257862,106.383303,38.983236
"1730",2027,"Neijiang","CHN","Sichuan",256012,105.058433,29.580228
"1731",2028,"Tongliao","CHN","Inner Mongolia",255129,122.243444,43.65289
"1732",2029,"Tieling","CHN","Liaoning",254842,123.726035,42.223828
"1733",2030,"Wafangdian","CHN","Liaoning",251733,121.979603,39.627114
"1734",2031,"Anqing","CHN","Anhui",250718,117.115101,30.531919
"1735",2032,"Shaoyang","CHN","Hunan",247227,111.467674,27.23895
"1736",2033,"Laiwu","CHN","Shandong",246833,117.676723,36.213813
"1738",2035,"Tianshui","CHN","Gansu",244974,105.72498,34.580885
"1739",2036,"Nanyang","CHN","Henan",243303,112.528308,32.990664
"1740",2037,"Cangzhou","CHN","Hebei",242708,116.838834,38.304477
"1741",2038,"Yibin","CHN","Sichuan",241019,104.643159,28.751836
"1743",2040,"Dunhua","CHN","Jilin",235100,128.2323169,43.372464
"1744",2041,"Yanji","CHN","Jilin",230892,129.508945,42.891255
"1745",2042,"Jiangmen","CHN","Guangdong",230587,113.081508,22.579117
"1746",2043,"Tongling","CHN","Anhui",228017,117.81154,30.945515
"1747",2044,"Suihua","CHN","Heilongjiang",227881,126.968887,46.653845
"1752",2049,"Huzhou","CHN","Zhejiang",218071,120.086809,30.89441
"1753",2050,"Baicheng","CHN","Jilin",217987,122.838826,45.619588
"1754",2051,"Shangzi","CHN","Heilongjiang",215373,128.009894,45.209586
"1755",2052,"Yangjiang","CHN","Guangdong",215196,111.982232,21.857958
"1756",2053,"Qitaihe","CHN","Heilongjiang",214957,131.0031381,45.771726
"1757",2054,"Gejiu","CHN","Yunnan",214294,103.160034,23.359121
"1758",2055,"Jiangyin","CHN","Jiangsu",213659,120.284938,31.920658
"1759",2056,"Hebi","CHN","Henan",212976,114.297201,35.748233
"1760",2057,"Jiaxing","CHN","Zhejiang",211526,120.758543,30.753924
"1761",2058,"Wuzhou","CHN","Guangxi",210452,111.279115,23.476962
"1762",2059,"Meihekou","CHN","Jilin",209038,125.7108951,42.539287
"1763",2060,"Xuchang","CHN","Henan",208815,113.852454,34.035771
"1764",2061,"Liaocheng","CHN","Shandong",207844,115.98546,36.45703
"1765",2062,"Haicheng","CHN","Liaoning",205560,122.685217,40.882377
"1766",2063,"Qianjiang","CHN","Hubei",205504,112.899762,30.402167
"1768",2066,"Yixing","CHN","Jiangsu",200824,119.823308,31.340637
"1769",2067,"Laizhou","CHN","Shandong",198664,119.942275,37.177129
"1770",2068,"Qaramay","CHN","Xinxiang",197602,84.889207,45.579888
"1771",2069,"Acheng","CHN","Heilongjiang",197595,-73.9759034,40.6808682
"1772",2070,"Dezhou","CHN","Shandong",195485,116.357464,37.434092
"1773",2071,"Nanping","CHN","Fujian",195064,118.17771,26.641774
"1774",2072,"Zhaoqing","CHN","Guangdong",194784,112.465091,23.047191
"1775",2073,"Beipiao","CHN","Liaoning",194301,120.77073,41.800683
"1776",2074,"Fengcheng","CHN","Jiangxi",193784,115.771093,28.159141
"1778",2076,"Xinyang","CHN","Henan",192509,114.091192,32.147679
"1779",2077,"Dongtai","CHN","Jiangsu",192247,120.320328,32.868426
"1780",2078,"Yuci","CHN","Shanxi",191356,112.708224,37.697794
"1781",2079,"Honghu","CHN","Hubei",190772,113.475801,29.826916
"1782",2080,"Ezhou","CHN","Hubei",190123,114.894843,30.39194
"1783",2081,"Heze","CHN","Shandong",189293,115.480656,35.23375
"1784",2082,"Daxian","CHN","Sichuan",188101,107.511843,31.196079
"1785",2083,"Linfen","CHN","Shanxi",187309,111.518975,36.088005
"1786",2084,"Tianmen","CHN","Hubei",186332,110.482084,29.046809
"1787",2085,"Yiyang","CHN","Hunan",185818,112.35518,28.55386
"1788",2086,"Quanzhou","CHN","Fujian",185154,118.675675,24.874132
"1789",2087,"Rizhao","CHN","Shandong",185048,119.526925,35.416734
"1790",2088,"Deyang","CHN","Sichuan",182488,104.397894,31.126855
"1791",2089,"Guangyuan","CHN","Sichuan",182241,105.843357,32.435435
"1792",2090,"Changshu","CHN","Jiangsu",181805,120.752481,31.654375
"1793",2091,"Zhangzhou","CHN","Fujian",181424,117.647093,24.513025
"1794",2092,"Hailar","CHN","Inner Mongolia",180650,119.7361761,49.212188
"1795",2093,"Nanchong","CHN","Sichuan",180273,106.110698,30.837793
"1796",2094,"Jiutai","CHN","Jilin",180130,125.8395731,44.151742
"1797",2095,"Zhaodong","CHN","Heilongjiang",179976,125.961814,46.051126
"1798",2096,"Shaoxing","CHN","Zhejiang",179818,120.586109,29.995762
"1799",2097,"Fuyang","CHN","Anhui",179572,115.814504,32.890479
"1801",2099,"Qujing","CHN","Yunnan",178669,103.796167,25.489999
"1802",2100,"Ghulja","CHN","Xinxiang",177193,81.527453,43.977138
"1803",2101,"Jiaohe","CHN","Jilin",176367,127.344229,43.724007
"1805",2103,"Huadian","CHN","Jilin",175873,126.746309,42.972096
"1806",2104,"Jiangyou","CHN","Sichuan",175753,104.745823,31.778022
"1807",2105,"Qashqar","CHN","Xinxiang",174570,75.99379,39.467685
"1810",2108,"Xinyu","CHN","Jiangxi",173524,114.917346,27.817808
"1811",2109,"Hanzhong","CHN","Shaanxi",169930,107.023323,33.06748
"1812",2110,"Danyang","CHN","Jiangsu",169603,119.606439,32.010214
"1813",2111,"Chenzhou","CHN","Hunan",169400,113.014717,25.770509
"1815",2113,"Shangqiu","CHN","Henan",164880,115.656339,34.414961
"1816",2114,"Zhuhai","CHN","Guangdong",164747,113.576677,22.270978
"1819",2117,"Jining","CHN","Inner Mongolia",163552,116.587282,35.414982
"1820",2118,"Xiaoshan","CHN","Zhejiang",162930,120.264253,30.183806
"1821",2119,"Zaoyang","CHN","Hubei",162198,112.771959,32.128818
"1822",2120,"Xinghua","CHN","Jiangsu",161910,119.85254,32.910459
"1823",2121,"Hami","CHN","Xinxiang",161315,93.51515,42.81842
"1824",2122,"Huizhou","CHN","Guangdong",161023,114.415801,23.112257
"1825",2123,"Jinmen","CHN","Hubei",160794,118.3285644,24.3487792
"1826",2124,"Sanming","CHN","Fujian",160691,117.638678,26.263406
"1827",2125,"Ulanhot","CHN","Inner Mongolia",159538,122.093123,46.072731
"1828",2126,"Korla","CHN","Xinxiang",159344,86.174633,41.725891
"1829",2127,"Wanxian","CHN","Sichuan",156823,108.408661,30.807667
"1830",2129,"Zhoushan","CHN","Zhejiang",156317,122.207215,29.985295
"1832",2131,"Jiaozhou","CHN","Shandong",153364,120.006202,36.285877
"1833",2132,"Taizhou","CHN","Jiangsu",152442,121.42076,28.65638
"1834",2133,"Suzhou","CHN","Anhui",151862,120.585289,31.298974
"1836",2135,"Taonan","CHN","Jilin",150168,103.911434,1.3049059
"1837",2136,"Pingdu","CHN","Shandong",150123,119.98842,36.776357
"1838",2138,"Longkou","CHN","Shandong",148362,120.477813,37.646108
"1840",2140,"Zhoukou","CHN","Henan",146288,114.69695,33.626149
"1841",2141,"Suining","CHN","Sichuan",146086,105.592898,30.532847
"1842",2142,"Yulin","CHN","Guangxi",144467,110.18122,22.654032
"1843",2143,"Jinhua","CHN","Zhejiang",144280,119.64742,29.079175
"1844",2145,"Shuangcheng","CHN","Heilongjiang",142659,-93.2363797,44.9805708
"1845",2146,"Suizhou","CHN","Hubei",142302,113.382458,31.690215
"1847",2148,"Weinan","CHN","Shaanxi",140169,109.502882,34.49938
"1848",2149,"Longjing","CHN","Jilin",139417,120.5163949,24.2102428
"1850",2152,"Laiyang","CHN","Shandong",137080,120.711672,36.978941
"1851",2153,"Xianning","CHN","Hubei",136811,114.322439,29.841438
"1852",2154,"Dali","CHN","Yunnan",136554,-82.6314354,27.7659901
"1853",2155,"Anda","CHN","Heilongjiang",136446,119.9856157,16.2982564
"1854",2156,"Jincheng","CHN","Shanxi",136396,112.851831,35.490701
"1855",2157,"Longyan","CHN","Fujian",134481,117.017536,25.075123
"1856",2158,"Xichang","CHN","Sichuan",134419,102.264449,27.894504
"1859",2161,"Binzhou","CHN","Shandong",133555,117.970699,37.38198
"1863",2165,"Mishan","CHN","Heilongjiang",132744,131.846635,45.529774
"1864",2166,"Shangrao","CHN","Jiangxi",132455,117.943433,28.454862
"1865",2167,"Changji","CHN","Xinxiang",132260,87.304112,44.013183
"1869",2172,"Leiyang","CHN","Hunan",130115,112.859759,26.422277
"1871",2174,"Weihai","CHN","Shandong",128888,122.120419,37.513068
"1872",2175,"Loudi","CHN","Hunan",128418,111.993497,27.700062
"1873",2176,"Qingzhou","CHN","Shandong",128258,118.479654,36.684789
"1874",2177,"Qidong","CHN","Jiangsu",126872,121.655432,31.793278
"1876",2179,"Luohe","CHN","Henan",126438,114.016536,33.580873
"1877",2180,"Chuzhou","CHN","Anhui",125341,118.328321,32.253425
"1878",2181,"Kaiyuan","CHN","Liaoning",124219,103.267142,23.714316
"1879",2182,"Linqing","CHN","Shandong",123958,115.704881,36.838277
"1880",2183,"Chaohu","CHN","Anhui",123676,117.890354,31.624522
"1882",2185,"Dujiangyan","CHN","Sichuan",123357,103.6075308,31.0051649
"1883",2186,"Zhumadian","CHN","Henan",123232,114.022298,33.011529
"1885",2188,"Jiaonan","CHN","Shandong",121397,115.413779,38.134916
"1886",2189,"Sanmenxia","CHN","Henan",120523,111.200367,34.772792
"1887",2190,"Heyuan","CHN","Guangdong",120101,114.700961,23.743685
"1888",2191,"Manzhouli","CHN","Inner Mongolia",120023,117.378529,49.597841
"1889",2192,"Lhasa","CHN","Tibet",120000,91.140552,29.654838
"1890",2193,"Lianyuan","CHN","Hunan",118858,111.664316,27.692542
"1891",2194,"Kuytun","CHN","Xinxiang",118553,84.903267,44.426529
"1892",2195,"Puqi","CHN","Hubei",117264,113.900628,29.724692
"1893",2196,"Hongjiang","CHN","Hunan",116188,109.836669,27.208609
"1894",2197,"Qinzhou","CHN","Guangxi",114586,108.654146,21.979933
"1895",2198,"Renqiu","CHN","Hebei",114256,116.082917,38.683591
"1896",2199,"Yuyao","CHN","Zhejiang",114065,121.154634,30.037192
"1897",2200,"Guigang","CHN","Guangxi",114025,109.598926,23.11153
"1898",2201,"Kaili","CHN","Guizhou",113958,107.981212,26.566867
"1899",2203,"Beihai","CHN","Guangxi",112673,109.120161,21.481291
"1900",2204,"Xuangzhou","CHN","Anhui",112673,113.264385,23.12911
"1901",2205,"Quzhou","CHN","Zhejiang",112373,118.859457,28.970079
"1902",2207,"Zixing","CHN","Hunan",110048,113.236146,25.976243
"1903",2208,"Liyang","CHN","Jiangsu",109520,119.48421,31.416911
"1904",2209,"Yizheng","CHN","Jiangsu",109268,119.184766,32.272258
"1905",2210,"Yumen","CHN","Gansu",109234,97.045678,40.291843
"1906",2211,"Liling","CHN","Hunan",108504,113.496999,27.646096
"1907",2212,"Yuncheng","CHN","Shanxi",108359,111.00746,35.026516
"1908",2213,"Shanwei","CHN","Guangdong",107847,115.375158,22.786186
"1909",2214,"Cixi","CHN","Zhejiang",107329,121.266579,30.169665
"1910",2215,"Yuanjiang","CHN","Hunan",107004,112.355954,28.847045
"1911",2216,"Bozhou","CHN","Anhui",106346,115.778676,33.844582
"1912",2217,"Jinchang","CHN","Gansu",105287,102.188043,38.520089
"1913",2219,"Suqian","CHN","Jiangsu",105021,118.275198,33.963232
"1914",2220,"Shishou","CHN","Hubei",104571,112.425454,29.720938
"1916",2222,"Danjiangkou","CHN","Hubei",103211,111.513127,32.540157
"1918",2224,"Sanya","CHN","Hainan",102820,109.511909,18.252847
"1919",2225,"Guangshui","CHN","Hubei",102770,113.825889,31.616853
"1920",2226,"Huangshan","CHN","Anhui",102628,118.337521,29.714699
"1921",2227,"Xingcheng","CHN","Liaoning",102384,120.756479,40.609731
"1922",2228,"Zhucheng","CHN","Shandong",102134,119.410103,35.995654
"1926",2232,"Fuqing","CHN","Fujian",99193,119.384334,25.721143
"1929",2235,"Zhangjiagang","CHN","Jiangsu",97994,120.556005,31.875572
"1930",2236,"Tong Xian","CHN","Peking",97168,102.8406725,23.8131234
"1931",2238,"Jinzhou","CHN","Liaoning",95761,121.1268459,41.095685
"1932",2239,"Emeishan","CHN","Sichuan",94000,103.334737,29.516007
"1933",2240,"Enshi","CHN","Hubei",93056,109.488172,30.272156
"1934",2241,"Bose","CHN","Guangxi",93009,-97.6502462,35.4622112
"1935",2242,"Yuzhou","CHN","Henan",92889,113.488478,34.140701
"1936",2243,"Kaiyuan","CHN","Yunnan",91999,103.267142,23.714316
"1937",2244,"Tumen","CHN","Jilin",91471,129.5727514,42.496382
"1939",2246,"Linhai","CHN","Zhejiang",90870,121.131229,28.845441
"1940",2247,"Xilin Hot","CHN","Inner Mongolia",90646,116.086032,43.933411
"1941",2248,"Shaowu","CHN","Fujian",90286,117.492533,27.340326
"1942",2249,"Junan","CHN","Shandong",90222,-87.963165,41.925964
"1943",2250,"Huaying","CHN","Sichuan",89400,106.7831,30.390188
"1944",2251,"Pingyi","CHN","Shandong",89373,117.640352,35.505943
"1945",2252,"Huangyan","CHN","Zhejiang",89288,121.261886,28.650072
"1946",2253,"Bishkek","KGZ","Bishkek shaary",589400,74.5697617,42.8746212
"1947",2254,"Osh","KGZ","Osh",222700,-118.080492,34.146809
"1948",2255,"Bikenibeu","KIR","South Tarawa",5055,173.128629,1.364419
"1949",2256,"Bairiki","KIR","South Tarawa",2226,172.9790528,1.3290526
"1950",2258,"Cali","COL","Valle",2077386,-76.5319854,3.4516467
"1951",2263,"Bucaramanga","COL","Santander",515555,-73.1227416,7.119349
"1952",2265,"Pereira","COL","Risaralda",381725,-75.690601,4.8087174
"1953",2266,"Santa Marta","COL","Magdalena",359147,-74.2110227,11.2403547
"1954",2267,"Manizales","COL","Caldas",337580,-75.5138166,5.070275
"1955",2268,"Bello","COL","Antioquia",333470,-95.856888,36.1040012
"1956",2270,"Neiva","COL","Huila",300052,-75.2809001,2.9344837
"1957",2273,"Villavicencio","COL","Meta",273140,-73.6376905,4.1513822
"1958",2274,"Soacha","COL","Cundinamarca",272058,-74.2117465,4.5827227
"1960",2278,"Palmira","COL","Valle",226509,-76.2971657,3.5379718
"1961",2279,"Buenaventura","COL","Valle",224336,-77.0197212,3.8830471
